"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 31 11:01:30 BRT 2022","Wed Aug 31 11:01:31 BRT 2022","1277","","Testando contrato da api https://corona.lmao.ninja","","","","Testando contrato",""
